"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type"
"1415508243830","37.6366667","-118.8406667","6.36","0.38","""md""","17","139","0.003604","0.04","""nc""","id361","1486263579745","""11km E of Mammoth Lakes, California""","earthquake"
"1415507709827","41.8863","-119.6292","0","1.47","""ml""","3","242.47","0.502","0.082","""nn""","id363","1420225947379","""68km ESE of Lakeview, Oregon""","earthquake"
"1415507707940","40.789","-125.159","23.044","2.68","""md""","57","231","0.6991","0.22","""nc""","id364","1486263572380","""79km WNW of Ferndale, California""","earthquake"
"1415507651910","33.7075","-116.7125","18.982","0.63","""ml""","26","97","0.003913","0.18","""ci""","id365","1457670325279","""4km S of Idyllwild, CA""","earthquake"
"1415507369398","41.8887","-119.6165","0","2.45","""ml""","3","319.8","0.511","0.0478","""nn""","id366","1422672612040","""68km ESE of Lakeview, Oregon""","earthquake"
"1415507244079","37.2322","-116.0151","5.4174","0.86","""ml""","6","247.73","0.091","0.1494","""nn""","id367","1415545030466","""75km ENE of Beatty, Nevada""","earthquake"
"1415506891420","35.4793333","-118.3148333","3.55","0.99","""ml""","20","74","0.1534","0.16","""ci""","id369","1457696134610","""20km SE of Bodfish, CA""","earthquake"
"1415506688830","37.3673333","-112.6903333","5.93","1.12","""md""","7","129","0.261","0.15","""uu""","id371","1415655436160","""38km NNW of Kanab, Utah""","earthquake"
"1415506600713","41.9056","-119.6204","0","1.84","""ml""","3","240.13","0.508","0.0499","""nn""","id372","1420225400843","""67km ESE of Lakeview, Oregon""","earthquake"
"1415506325507","41.8956","-119.6117","0","2.56","""ml""","4","146.04","0.515","0.1303","""nn""","id374","1426811945771","""68km ESE of Lakeview, Oregon""","earthquake"
"1415505850671","41.8817","-119.6379","0","1.15","""ml""","3","242.91","0.496","0.0802","""nn""","id376","1420228550583","""67km ESE of Lakeview, Oregon""","earthquake"
"1415505209920","35.8225","-117.733","13.361","0.71","""ml""","11","94","0.02941","0.15","""ci""","id377","1457663745320","""20km SE of Little Lake, CA""","earthquake"
"1415505205307","39.2127","-120.0697","8.7571","0.78","""ml""","13","77.59","0.044","0.1369","""nn""","id378","1415544735530","""3km SSW of Tahoe Vista, California""","earthquake"
"1415505050510","37.9128333","-121.9976667","10.916","2.25","""md""","67","51","0.05405","0.09","""nc""","id379","1486263562060","""5km E of Walnut Creek, California""","earthquake"
"1415505008010","46.2405","-122.1493333","4.45","-0.04","""md""","6","92","0.009722","0.06","""uw""","id380","1469216459650","""37km SSE of Morton, Washington""","earthquake"
"1415504291411","41.8474","-119.6402","2.2045","2.89","""ml""","5","134.09","0.497","0.1516","""nn""","id382","1426811952226","""69km ESE of Lakeview, Oregon""","earthquake"
"1415503741198","41.9117","-119.6416","0.1496","2.11","""ml""","4","238.85","0.492","0.1006","""nn""","id383","1415541845917","""65km ESE of Lakeview, Oregon""","earthquake"
"1415503724870","33.4595","-116.5873333","10.321","1.01","""ml""","28","101","0.03724","0.15","""ci""","id384","1457730239184","""13km SE of Anza, CA""","earthquake"
"1415503045370","37.3626667","-112.6776667","18.13","1.4","""md""","8","105","0.2702","0.09","""uu""","id386","1415635638680","""37km NNW of Kanab, Utah""","earthquake"
"1415503030790","37.6231667","-118.9488333","5.779","0.36","""md""","27","96","0.01081","0.05","""nc""","id387","1486263551728","""3km SE of Mammoth Lakes, California""","earthquake"
"1415501794820","33.519","-116.744","4.849","0.44","""ml""","15","99","0.04661","0.13","""ci""","id388","1457715993625","""8km WSW of Anza, CA""","earthquake"
"1415501791181","41.8942","-119.6145","0","1.2","""ml""","3","241.73","0.513","0.0503","""nn""","id389","1420051680560","""68km ESE of Lakeview, Oregon""","earthquake"
"1415501157050","41.8541","-119.6166","0","0.95","""ml""","3","322.51","0.513","0.0649","""nn""","id391","1420051377530","""70km ESE of Lakeview, Oregon""","earthquake"
"1415500004910","36.8271667","-119.216","27.01","2.1","""md""","23","153","0.0982","0.2","""nc""","id394","1486263545654","""10km NNE of Squaw Valley, California""","earthquake"
"1415499646456","41.8408","-119.6335","4.0044","1.31","""ml""","3","248.32","0.502","0.0325","""nn""","id395","1420051056987","""70km ESE of Lakeview, Oregon""","earthquake"
"1415499625900","18.8068","-67.1713","59","2.6","""Md""","4","324","0.60456619","0.25","""pr""","id396","1426811939841","""35km NNW of San Antonio, Puerto Rico""","earthquake"
"1415499475240","45.0798333","-121.0666667","16.48","2.16","""ml""","20","76","0.09677","0.15","""uw""","id397","1469216459360","""38km NNE of Warm Springs, Oregon""","earthquake"
"1415499329806","41.8591","-119.6328","0","1.53","""ml""","3","321.87","0.501","0.0425","""nn""","id398","1420051049448","""69km ESE of Lakeview, Oregon""","earthquake"
"1415498984100","46.3111667","-122.2248333","12.194","-0.07","""md""","8","231","0.0288","0.09","""uw""","id399","1469216459110","""27km S of Morton, Washington""","earthquake"
"1415498502740","41.8833","-119.6321","0.423","2.33","""ml""","4","242.81","0.5","0.0694","""nn""","id400","1415658203941","""60km ESE of Lakeview, Oregon""","earthquake"
"1415498089280","33.591","-116.6066667","16.325","0.46","""ml""","20","91","0.01142","0.19","""ci""","id401","1457689807151","""7km ENE of Anza, CA""","earthquake"
"1415497774529","41.845","-119.6317","2.0792","1.58","""ml""","3","323.03","0.503","0.1322","""nn""","id402","1420051043573","""70km ESE of Lakeview, Oregon""","earthquake"
"1415497144036","41.8966","-119.6383","0","1.17","""ml""","3","318.71","0.495","0.0466","""nn""","id404","1420050750464","""66km ESE of Lakeview, Oregon""","earthquake"
"1415497099760","38.8209991","-122.7661667","1.789","0.47","""md""","7","141","0.00991","0.01","""nc""","id405","1486263539404","""3km W of Cobb, California""","earthquake"
"1415497094750","46.1356667","-122.1648333","4.903","-0.23","""md""","6","187","0.002917","0.06","""uw""","id406","1469216458880","""33km NE of Amboy, Washington""","earthquake"
"1415496843770","37.3673333","-121.6338333","5.796","1.03","""md""","23","58","0.02703","0.07","""nc""","id408","1486263533948","""16km E of East Foothills, California""","earthquake"
"1415495537030","37.603","-118.8796667","7.455","0.4","""md""","17","121","0.02072","0.04","""nc""","id410","1486263528843","""9km ESE of Mammoth Lakes, California""","earthquake"
"1415493652870","38.8283348","-122.8529968","2.244","1.12","""md""","12","109","0.003604","0.02","""nc""","id413","1486263523811","""10km NW of The Geysers, California""","earthquake"
"1415493646030","37.6743333","-118.8505","5.274","0.18","""md""","9","194","0.02883","0.04","""nc""","id414","1486263518923","""11km ENE of Mammoth Lakes, California""","earthquake"
"1415493259100","47.2696667","-122.2095","15.102","0.89","""md""","14","65","0.1711","0.17","""uw""","id416","1469216458630","""2km ENE of Pacific, Washington""","earthquake"
"1415492529220","37.696","-118.8793333","-1.876","0.58","""md""","10","265","0.02883","0.05","""nc""","id417","1486263514115","""9km ENE of Mammoth Lakes, California""","earthquake"
"1415492517210","37.636","-118.9221667","5.572","0.38","""md""","26","71","0.01802","0.08","""nc""","id418","1486263508789","""4km ESE of Mammoth Lakes, California""","earthquake"
"1415491890804","41.9036","-119.5887","0","2.36","""ml""","3","319.24","0.532","0.0759","""nn""","id420","1415997842362","""70km ESE of Lakeview, Oregon""","earthquake"
"1415491468016","41.8824","-119.6313","0","2.01","""ml""","4","139.95","0.501","0.1283","""nn""","id422","1415495511047","""68km ESE of Lakeview, Oregon""","earthquake"
"1415490511520","33.9631667","-117.605","6.7","1.06","""ml""","26","118","0.05484","0.18","""ci""","id425","1457696133208","""6km NW of Norco, CA""","earthquake"
"1415490215320","40.0736667","-111.7358333","5.14","1.55","""md""","9","93","0.07488","0.1","""uu""","id427","1415635359370","""2km S of Benjamin, Utah""","earthquake"
"1415489711950","33.234","-116.0306667","9.927","1.74","""ml""","49","61","0.05936","0.25","""ci""","id430","1457709235623","""10km SW of Salton City, CA""","earthquake"
"1415489385020","37.6346667","-118.879","5.946","1.07","""md""","36","83","0.01712","0.06","""nc""","id432","1486263497260","""8km E of Mammoth Lakes, California""","earthquake"
"1415488919711","38.6206","-119.6913","4.5517","0.42","""ml""","4","232.45","0.23","0.0012","""nn""","id433","1416942589377","""30km S of Gardnerville Ranchos, Nevada""","earthquake"
"1415488877000","37.0451667","-97.9641667","5.66","1.57","""ml""","8","128","0.08819","0.05","""ismpkansas""","id434","1437341482990","""Kansas""","earthquake"
"1415488862540","37.6318333","-118.885","5.849","0.7","""md""","29","82","0.01532","0.1","""nc""","id435","1486263487700","""7km ESE of Mammoth Lakes, California""","earthquake"
"1415488562400","38.8171667","-122.7913333","1.11","1.14","""md""","44","34","0.009009","0.05","""nc""","id436","1486263479794","""5km W of Cobb, California""","earthquake"
"1415487129100","38.8076668","-122.7313309","4.821","0.58","""md""","5","227","0.02523","0.04","""nc""","id439","1486263473892","""Northern California""","earthquake"
"1415487008470","37.172","-121.5836667","3.403","0.63","""md""","13","94","0.03514","0.04","""nc""","id440","1486263468532","""7km NE of Morgan Hill, California""","earthquake"
"1415486420970","33.4611667","-116.5908333","9.941","0.47","""ml""","21","98","0.03477","0.17","""ci""","id443","1457676889278","""13km SE of Anza, CA""","earthquake"
"1415486187803","41.9105","-119.6293","0.2187","2.38","""ml""","4","135.13","0.502","0.0832","""nn""","id444","1415995893757","""66km ESE of Lakeview, Oregon""","earthquake"
"1415485195720","33.6403333","-116.7543333","13.117","0.2","""ml""","12","99","0.04723","0.08","""ci""","id445","1457736793124","""12km SSW of Idyllwild, CA""","earthquake"
"1415484578830","49.45","-120.5298333","-0.54","2.26","""md""","8","230","0.6115","0.34","""uw""","id447","1469216458370","""5km WNW of Princeton, Canada""","explosion"
"1415483866310","37.5781667","-121.7753333","5.038","1.9","""mh""","5","259","0.04595","0.02","""nc""","id449","1486263463295","""San Francisco Bay area, California""","earthquake"
"1415483682738","41.8872","-119.6537","0.0574","2.08","""ml""","6","144.44","0.484","0.1227","""nn""","id450","1415488561995","""68km SE of Lakeview, Oregon""","earthquake"
"1415483271730","36.4481667","-89.5438333","8.28","1.3","""md""","11","90","0.05504","0.06","""nm""","id451","1460052544790","""10km NW of Tiptonville, Tennessee""","earthquake"
"1415483196350","39.4756667","-120.2861667","9.161","1.18","""md""","9","105","0.04144","0.05","""nc""","id452","1486263458379","""18km NNW of Truckee, California""","earthquake"
"1415481440994","41.867","-119.639","2.4955","2.46","""ml""","5","145.33","0.496","0.1772","""nn""","id457","1426811915663","""68km ESE of Lakeview, Oregon""","earthquake"
"1415480177340","41.9182","-119.6114","0.0785","1.63","""ml""","3","317.63","0.515","0.0585","""nn""","id460","1420053674567","""67km ESE of Lakeview, Oregon""","earthquake"
"1415479964267","41.8866","-119.625","0.2642","1.29","""ml""","3","242.5","0.505","0.0357","""nn""","id463","1420053665389","""68km ESE of Lakeview, Oregon""","earthquake"
"1415478630840","38.8243332","-122.7981644","2.36","0.4","""md""","6","88","0.009009","0.01","""nc""","id468","1486263453330","""Northern California""","earthquake"
"1415477572830","38.8098333","-122.8121667","2.124","0.22","""md""","4","106","0.01351","0.01","""nc""","id470","1486263448260","""Northern California""","earthquake"
"1415477485800","19.2816","-65.0866","94","2.7","""Md""","11","270","0.96838388","0.14","""pr""","id471","1426811897644","""105km N of Charlotte Amalie, U.S. Virgin Islands""","earthquake"
"1415477328850","37.4746667","-118.9586667","12.619","0.75","""md""","10","212","0.1423","0.13","""nc""","id473","1486263443178","""19km S of Mammoth Lakes, California""","earthquake"
"1415477131430","36.5845","-121.1173333","10.205","1.06","""md""","20","78","0.05946","0.06","""nc""","id476","1486263437750","""25km NE of Soledad, California""","earthquake"
"1415477118654","41.8839","-119.6163","0","1.43","""ml""","4","243.02","0.512","0.1233","""nn""","id477","1415481297531","""69km ESE of Lakeview, Oregon""","earthquake"
"1415475662593","36.6696","-116.2247","0.7641","0.12","""ml""","9","99.89","0.042","0.1001","""nn""","id482","1415476798406","""54km ESE of Beatty, Nevada""","earthquake"
"1415475466600","33.7168333","-116.8186667","16.566","0.49","""ml""","15","184","0.08729","0.11","""ci""","id483","1457730237926","""8km ESE of Valle Vista, CA""","earthquake"
"1415475316660","38.6871667","-122.9063333","2.833","1.17","""md""","21","87","0.08559","0.05","""nc""","id484","1486263432632","""9km NNW of Healdsburg, California""","earthquake"
"1415474079925","38.6718","-119.517","5.8227","1.12","""ml""","13","143.94","0.179","0.1328","""nn""","id487","1415477086344","""19km SW of Smith Valley, Nevada""","earthquake"
"1415473924499","39.478","-120.2936","11.799","0.2","""ml""","8","108.08","0.044","0.1049","""nn""","id488","1419993231859","""19km NNW of Truckee, California""","earthquake"
"1415473759380","38.8165016","-122.8116684","2.767","1.04","""md""","22","41","0.007207","0.03","""nc""","id489","1486263427573","""6km NW of The Geysers, California""","earthquake"
"1415473096230","36.4061667","-120.9863333","6.753","1.16","""md""","22","72","0.03243","0.1","""nc""","id492","1486263422457","""24km ENE of Greenfield, California""","earthquake"
"1415472236440","33.5776667","-116.5958333","14.857","0.88","""ml""","28","68","0.02046","0.14","""ci""","id494","1457663744039","""8km ENE of Anza, CA""","earthquake"
"1415471925650","38.7921677","-122.7488327","0.85","0.94","""md""","18","44","0.01351","0.03","""nc""","id495","1486263417385","""1km NNE of The Geysers, California""","earthquake"
"1415471491970","34.0233333","-117.121","17.16","0.91","""ml""","27","64","0.01405","0.21","""ci""","id496","1457750242346","""5km SSE of Mentone, CA""","earthquake"
"1415469391085","41.9008","-119.65","1.5029","1.41","""ml""","3","240.12","0.486","0.1138","""nn""","id502","1420053654907","""65km ESE of Lakeview, Oregon""","earthquake"
"1415468780154","41.902","-119.596","0","2.15","""ml""","4","241.12","0.526","0.1359","""nn""","id503","1415476509019","""69km ESE of Lakeview, Oregon""","earthquake"
"1415468701300","38.8274994","-122.8553314","2.237","0.55","""md""","14","61","0.0009009","0.03","""nc""","id504","1486263412300","""10km WNW of The Geysers, California""","earthquake"
"1415468669090","38.8061676","-122.8160019","0.144","0.8","""md""","10","70","0.01622","0.08","""nc""","id506","1486263407219","""6km WNW of The Geysers, California""","earthquake"
"1415468589610","37.6375","-118.9388333","4.699","0.38","""md""","23","77","0.02613","0.06","""nc""","id507","1486263402208","""3km ESE of Mammoth Lakes, California""","earthquake"
"1415467936727","41.9025","-119.6164","0","2.19","""ml""","4","240.62","0.511","0.0415","""nn""","id509","1415476236369","""68km ESE of Lakeview, Oregon""","earthquake"
"1415466234840","38.8313332","-122.810997","1.702","0.84","""md""","19","68","0.008108","0.02","""nc""","id513","1486263396983","""7km W of Cobb, California""","earthquake"
"1415466000400","19.0354","-64.776","29","2.5","""Md""","6","273.6","0.63331228","0.15","""pr""","id514","1426811903794","""70km NNW of Road Town, British Virgin Islands""","earthquake"
"1415465872260","38.8306656","-122.8105011","1.764","0.96","""md""","13","144","0.01712","0.02","""nc""","id515","1486263391867","""7km W of Cobb, California""","earthquake"
"1415465650500","18.9419","-66.3332","28","2.9","""Md""","13","255.6","0.49856498","0.2","""pr""","id516","1426811873587","""52km N of Brenas, Puerto Rico""","earthquake"
"1415465520540","37.003","-97.9615","5.32","1.7","""ml""","9","136","0.04611","0.04","""ismpkansas""","id517","1437341472780","""Kansas""","earthquake"
"1415464206700","18.6478","-65.3427","67","2.4","""Md""","5","270","0.34315644","0.1","""pr""","id521","1415479595819","""38km N of Culebra, Puerto Rico""","earthquake"
"1415463930701","41.8957","-119.6124","0","3.25","""ml""","4","128.11","0.514","0.153","""nn""","id522","1426876913592","""68km ESE of Lakeview, Oregon""","earthquake"
"1415462606720","47.352","-122.4335","-0.69","0.92","""md""","5","192","0.31","0.29","""uw""","id526","1469216458130","""8km S of Klahanie, Washington""","earthquake"
"1415462568992","37.8345","-115.9929","9","0.81","""ml""","7","171.65","0.606","0.0794","""nn""","id527","1416435286228","""51km SE of Warm Springs, Nevada""","earthquake"
"1415461374540","38.1436667","-122.2983333","6.709","0.63","""md""","9","131","0.02883","0.03","""nc""","id529","1486263387053","""4km SW of American Canyon, California""","earthquake"
